ROC TRACON FLOW           N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
- RWY 4                   N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N042.35.29.945 W078.09.30.143 N042.34.10.561 W078.13.08.712
                          N043.21.07.698 W077.53.48.840 N043.21.03.159 W077.53.11.825
                          N043.21.03.159 W077.53.11.825 N043.20.53.727 W077.52.09.528
                          N043.20.53.727 W077.52.09.528 N043.20.44.274 W077.51.12.199
                          N043.20.44.274 W077.51.12.199 N043.20.33.529 W077.49.55.023
                          N043.20.33.529 W077.49.55.023 N043.20.25.384 W077.48.52.745
                          N043.20.25.384 W077.48.52.745 N043.20.15.586 W077.47.47.312
                          N043.20.15.586 W077.47.47.312 N043.20.18.284 W077.46.45.065
                          N043.20.18.284 W077.46.45.065 N043.20.21.950 W077.46.00.412
                          N043.20.21.950 W077.46.00.412 N043.20.17.030 W077.45.39.202
                          N043.20.17.030 W077.45.39.202 N043.19.54.336 W077.45.04.886
                          N043.19.54.336 W077.45.04.886 N043.19.50.730 W077.44.43.683
                          N043.19.50.730 W077.44.43.683 N043.19.43.510 W077.44.03.982
                          N043.19.43.510 W077.44.03.982 N043.19.30.357 W077.43.37.809
                          N043.19.30.357 W077.43.37.809 N043.19.18.518 W077.43.05.325
                          N043.19.18.518 W077.43.05.325 N043.19.12.598 W077.42.53.595
                          N043.15.18.141 W077.36.16.071 N043.15.00.009 W077.35.37.800
                          N043.15.00.009 W077.35.37.800 N043.14.24.056 W077.34.11.368
                          N043.14.24.056 W077.34.11.368 N043.13.57.619 W077.32.33.238
                          N043.13.57.619 W077.32.33.238 N043.13.57.602 W077.32.16.576
                          N043.13.57.602 W077.32.16.576 N043.13.45.110 W077.32.34.613
                          N043.13.45.110 W077.32.34.613 N043.13.33.264 W077.32.42.742
                          N043.13.33.264 W077.32.42.742 N043.13.11.520 W077.32.31.529
                          N043.13.11.520 W077.32.31.529 N043.12.53.743 W077.32.34.714
                          N043.12.53.743 W077.32.34.714 N043.12.27.396 W077.32.29.817
                          N043.12.27.396 W077.32.29.817 N043.11.54.783 W077.32.18.630
                          N043.11.54.783 W077.32.18.630 N043.11.25.137 W077.32.06.989
                          N043.11.25.137 W077.32.06.989 N043.10.56.155 W077.32.02.552
                          N043.10.56.155 W077.32.02.552 N043.10.31.110 W077.31.44.610
                          N043.10.31.110 W077.31.44.610 N043.10.31.082 W077.31.23.013
                          N043.10.31.082 W077.31.23.013 N043.10.46.544 W077.31.09.929
                          N043.10.46.544 W077.31.09.929 N043.11.21.453 W077.31.14.797
                          N043.11.21.453 W077.31.14.797 N043.11.57.362 W077.31.29.566
                          N043.11.57.362 W077.31.29.566 N043.12.10.534 W077.31.29.535
                          N043.12.10.534 W077.31.29.535 N043.12.22.391 W077.31.32.660
                          N043.12.22.391 W077.31.32.660 N043.12.31.973 W077.32.00.548
                          N043.12.31.973 W077.32.00.548 N043.12.45.147 W077.32.05.471
                          N043.12.45.147 W077.32.05.471 N043.13.06.874 W077.31.58.672
                          N043.13.06.874 W077.31.58.672 N043.13.24.665 W077.32.08.539
                          N043.13.24.665 W077.32.08.539 N043.13.31.910 W077.32.10.324
                          N043.13.31.910 W077.32.10.324 N043.13.42.756 W077.31.50.490
                          N043.13.42.756 W077.31.50.490 N043.13.49.972 W077.31.27.508
                          N043.13.49.972 W077.31.27.508 N043.14.04.118 W077.31.17.567
                          N043.14.04.118 W077.31.17.567 N043.14.04.135 W077.31.32.428
                          N043.14.04.135 W077.31.32.428 N043.14.01.855 W077.31.52.249
                          N043.14.01.855 W077.31.52.249 N043.14.06.467 W077.31.53.589
                          N043.14.06.467 W077.31.53.589 N043.14.19.602 W077.31.24.286
                          N043.14.19.602 W077.31.24.286 N043.14.41.291 W077.30.51.357
                          N043.14.41.291 W077.30.51.357 N043.14.52.133 W077.30.31.961
                          N043.14.52.133 W077.30.31.961 N043.14.58.999 W077.29.57.258
                          N043.14.58.999 W077.29.57.258 N043.15.15.676 W077.28.41.982
                          N043.15.15.676 W077.28.41.982 N043.15.30.394 W077.27.43.819
                          N043.15.30.394 W077.27.43.819 N043.15.36.223 W077.26.49.738
                          N043.15.36.223 W077.26.49.738 N043.15.54.261 W077.26.13.628
                          N043.15.54.261 W077.26.13.628 N043.16.08.364 W077.25.45.638
                          N043.16.08.364 W077.25.45.638 N043.16.07.277 W077.24.57.879
                          N043.16.07.277 W077.24.57.879 N043.16.17.731 W077.24.20.437
                          N043.16.17.731 W077.24.20.437 N043.16.27.231 W077.23.59.217
                          N043.16.27.231 W077.23.59.217 N043.16.32.124 W077.23.39.367
                          N043.16.32.124 W077.23.39.367 N043.16.27.079 W077.22.55.227
                          N043.16.27.079 W077.22.55.227 N043.16.42.763 W077.22.07.383
                          N043.16.42.763 W077.22.07.383 N043.16.41.395 W077.21.48.012
                          N043.16.41.395 W077.21.48.012 N043.16.39.980 W077.21.11.966
                          N043.16.39.980 W077.21.11.966 N043.16.49.798 W077.20.48.932
                          N043.16.49.798 W077.20.48.932 N043.16.47.122 W077.20.34.073
                          N043.16.47.122 W077.20.34.073 N043.16.39.813 W077.20.11.128
                          N043.16.39.813 W077.20.11.128 N043.16.44.685 W077.19.48.566
                          N043.16.44.685 W077.19.48.566 N043.16.51.837 W077.19.17.431
                          N043.16.51.837 W077.19.17.431 N043.16.50.170 W077.19.10.681
                          N043.02.20.895 W078.03.51.984 N043.01.08.109 W078.03.56.001
                          N043.01.44.007 W078.03.53.989 N043.01.28.468 W077.54.30.632
                          N043.00.53.140 W077.55.13.570 N043.02.06.251 W077.55.09.384
                          N043.15.21.763 W077.36.23.276 N043.15.21.763 W077.36.23.276
                          N043.15.18.141 W077.36.16.071 N043.15.17.483 W077.36.16.973
                          N043.15.17.483 W077.36.16.973 N043.15.16.166 W077.36.18.776
                          N043.15.16.166 W077.36.18.776 N043.15.16.167 W077.36.21.478
                          N043.15.16.167 W077.36.21.478 N043.15.14.522 W077.36.24.632
                          N043.15.14.522 W077.36.24.632 N043.15.13.534 W077.36.24.635
                          N043.15.13.534 W077.36.24.635 N043.15.13.534 W077.36.21.481
                          N043.15.13.534 W077.36.21.481 N043.15.14.190 W077.36.17.425
                          N043.15.14.190 W077.36.17.425 N043.15.12.212 W077.36.13.824
                          N043.15.12.212 W077.36.13.824 N043.15.11.223 W077.36.13.824
                          N043.15.11.223 W077.36.13.824 N043.15.11.223 W077.36.16.529
                          N043.15.11.223 W077.36.16.529 N043.15.10.567 W077.36.17.430
                          N043.15.10.567 W077.36.17.430 N043.15.10.567 W077.36.19.683
                          N043.15.10.567 W077.36.19.683 N043.15.11.559 W077.36.23.736
                          N043.15.11.559 W077.36.23.736 N043.15.10.571 W077.36.25.087
                          N043.15.10.571 W077.36.25.087 N043.15.09.583 W077.36.25.089
                          N043.15.09.583 W077.36.25.089 N043.15.08.594 W077.36.22.837
                          N043.15.08.594 W077.36.22.837 N043.15.07.277 W077.36.22.839
                          N043.15.07.277 W077.36.22.839 N043.15.05.960 W077.36.23.741
                          N043.15.05.960 W077.36.23.741 N043.15.06.621 W077.36.30.047
                          N043.15.06.621 W077.36.30.047 N043.15.05.964 W077.36.31.850
                          N043.15.05.964 W077.36.31.850 N043.15.04.647 W077.36.31.850
                          N043.15.04.647 W077.36.31.850 N043.15.03.987 W077.36.30.499
                          N043.15.03.987 W077.36.30.499 N043.15.02.670 W077.36.30.951
                          N043.15.02.670 W077.36.30.951 N043.15.01.356 W077.36.31.852
                          N043.15.01.356 W077.36.31.852 N043.15.01.025 W077.36.33.655
                          N043.15.01.025 W077.36.33.655 N043.15.01.357 W077.36.34.105
                          N043.15.01.357 W077.36.34.105 N043.15.00.368 W077.36.35.908
                          N043.15.00.368 W077.36.35.908 N043.14.59.383 W077.36.37.261
                          N043.15.00.372 W077.36.39.963 N043.15.11.892 W077.36.31.844
                          N043.15.11.892 W077.36.31.844 N043.15.12.880 W077.36.31.842
                          N043.15.12.880 W077.36.31.842 N043.15.15.511 W077.36.29.137
                          N043.15.15.511 W077.36.29.137 N043.15.18.473 W077.36.25.981
                          N043.15.18.473 W077.36.25.981 N043.15.19.790 W077.36.24.629
                          N043.15.19.790 W077.36.24.629 N043.15.21.763 W077.36.23.276
                          N043.15.18.141 W077.36.16.071 N043.15.18.141 W077.36.16.071
                          N042.58.46.720 W077.22.27.802 N042.59.19.436 W077.21.06.908
                          N042.59.20.305 W077.22.27.195 N042.58.45.851 W077.21.07.976
                          N043.11.06.269 W078.14.47.430 N043.10.39.111 W078.10.44.209
                          N043.08.09.762 W078.10.11.038 N043.08.18.158 W078.14.16.614
                          N043.03.46.053 W078.11.13.546 N043.02.39.792 W078.09.00.541
                          N043.00.16.896 W078.15.53.542 N042.59.30.146 W078.19.49.938
                          N043.08.30.292 W078.20.28.607 N043.08.33.369 W078.21.59.478
                          N043.08.09.732 W078.21.47.967 N043.08.56.218 W078.20.43.734
                          N043.04.25.069 W078.19.14.943 N043.04.12.249 W078.19.10.765
                          N043.03.38.728 W078.18.59.181 N043.00.26.459 W078.17.53.435
                          N042.59.53.263 W078.17.41.880 N042.59.24.337 W078.17.32.164
                          N042.58.50.484 W078.17.20.159 N042.57.50.006 W078.16.59.819
                          N042.57.50.006 W078.16.59.819 N042.57.16.775 W078.12.34.982
                          N042.57.10.740 W078.11.47.859 N042.57.05.654 W078.11.08.365
                          N042.56.59.932 W078.10.22.593 N042.56.40.185 W078.07.45.101
                          N042.31.09.204 W077.42.29.836 N042.29.49.705 W077.38.51.866
                          N042.29.36.445 W077.38.15.554 N042.29.23.181 W077.37.39.245
                          N042.29.09.914 W077.37.02.941 N042.27.50.240 W077.33.25.203
                          N042.27.36.951 W077.32.48.930 N042.27.23.658 W077.32.12.660
                          N042.27.10.361 W077.31.36.392 N042.25.50.515 W077.27.58.889
                          N042.25.37.196 W077.27.22.655 N042.25.23.874 W077.26.46.422
                          N042.25.10.547 W077.26.10.197 N042.23.39.033 W077.22.01.751
                          N041.06.48.929 W077.06.04.660 N041.12.41.009 W077.07.40.525
                          N042.39.43.721 W080.22.58.385 N042.41.09.205 W080.15.06.908
                          N043.08.23.106 W077.39.36.176 N043.12.35.349 W077.36.03.550
                          N043.12.35.349 W077.36.03.550 N043.18.27.689 W077.31.05.500
                          N043.12.52.840 W077.36.42.273 N043.12.17.858 W077.35.24.831
                          N043.18.45.206 W077.31.44.260 N043.18.10.168 W077.30.26.744
                          N043.07.19.619 W077.42.01.152 N043.07.13.670 W077.45.15.968
                          N043.07.13.670 W077.45.15.968 N043.06.50.625 W077.57.24.315
                          N043.06.40.409 W077.45.14.061 N043.07.46.930 W077.45.17.878
                          N043.06.22.653 W077.54.38.876 N043.07.29.166 W077.54.42.861
                          N043.05.33.772 W077.41.58.618 N043.02.37.461 W077.44.26.729
                          N043.02.37.461 W077.44.26.729 N042.55.51.410 W077.50.06.620
                          N043.02.54.909 W077.45.05.383 N043.02.20.008 W077.43.48.081
                          N042.56.08.826 W077.50.45.229 N042.55.33.988 W077.49.28.014
                          N043.07.27.044 W077.37.51.362 N043.07.35.801 W077.32.55.188
                          N043.07.35.801 W077.32.55.188 N043.07.52.019 W077.23.21.750
                          N043.07.02.537 W077.32.53.377 N043.08.09.063 W077.32.56.999
                          N043.07.18.754 W077.23.20.025 N043.08.25.284 W077.23.23.474
                          N043.08.04.763 W077.10.15.425 N043.08.01.933 W077.11.46.252
                          N043.08.23.128 W077.10.24.274 N043.07.43.568 W077.11.37.399
                          N043.07.49.470 W077.18.19.754 N043.07.46.534 W077.19.50.589
                          N043.08.11.266 W077.18.32.438 N043.07.24.990 W077.19.37.826
                          N043.06.40.383 W077.45.14.960 N043.07.46.901 W077.45.18.775
                          N043.06.40.438 W077.45.13.164 N043.07.46.956 W077.45.16.979
                          N043.12.53.399 W077.36.41.800 N043.12.18.416 W077.35.24.358
                          N043.12.52.278 W077.36.42.746 N043.12.17.295 W077.35.25.304
                          N043.07.02.512 W077.32.54.276 N043.08.09.037 W077.32.57.898
                          N043.07.02.563 W077.32.52.481 N043.08.09.089 W077.32.56.102
                          N043.02.55.469 W077.45.04.912 N043.02.20.567 W077.43.47.611
                          N043.02.54.348 W077.45.05.853 N043.02.19.446 W077.43.48.552
                          N042.42.34.160 W077.16.12.843 N042.42.30.179 W077.16.13.645
                          N042.42.30.179 W077.16.13.645 N042.42.26.527 W077.16.15.936
                          N042.42.26.527 W077.16.15.936 N042.42.23.496 W077.16.19.529
