PIT TRACON FLOW:          N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
- RWY 10                  N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N040.08.21.521 W080.47.59.934 N040.07.23.383 W080.48.30.379
                          N040.30.20.123 W080.46.36.983 N040.29.35.218 W080.46.37.743
                          N040.29.06.563 W080.46.37.309 N040.29.00.409 W080.46.37.121
                          N040.29.00.409 W080.46.37.121 N040.28.54.255 W080.46.36.902
                          N040.28.54.255 W080.46.36.902 N040.28.48.101 W080.46.36.648
                          N040.28.19.925 W080.46.35.065 N040.27.32.025 W080.46.30.777
                          N040.27.32.025 W080.46.30.777 N040.26.44.255 W080.46.24.482
                          N040.26.44.255 W080.46.24.482 N040.25.56.662 W080.46.16.190
                          N040.25.56.662 W080.46.16.190 N040.25.56.662 W080.46.16.190
                          N040.25.34.240 W080.46.11.578 N040.25.26.819 W080.46.09.952
                          N040.25.26.819 W080.46.09.952 N040.25.19.404 W080.46.08.277
                          N040.25.19.404 W080.46.08.277 N040.25.11.995 W080.46.06.553
                          N040.25.11.995 W080.46.06.553 N040.25.11.995 W080.46.06.553
                          N040.24.45.606 W080.46.00.004 N040.24.28.102 W080.45.55.306
                          N040.24.28.102 W080.45.55.306 N040.24.10.645 W080.45.50.336
                          N040.24.10.645 W080.45.50.336 N040.23.53.234 W080.45.45.094
                          N040.29.22.615 W080.21.39.660 N040.29.58.514 W080.46.37.046
                          N040.30.17.911 W080.22.43.629 N040.31.00.526 W080.53.06.094
                          N040.37.57.756 W080.44.44.804 N040.37.56.613 W080.44.02.845
                          N040.46.25.753 W080.46.18.610 N040.44.42.378 W080.45.59.631
                          N040.44.16.700 W080.45.55.107 N040.43.50.360 W080.45.50.145
                          N040.43.26.659 W080.45.45.638 N040.40.59.496 W080.45.18.140
                          N040.40.36.448 W080.45.14.076 N040.40.13.403 W080.45.09.581
                          N040.39.42.784 W080.45.04.165 N040.37.58.416 W080.44.44.809
                          N040.23.53.327 W080.45.44.699 N040.22.29.912 W080.45.55.714
                          N040.21.59.912 W080.45.59.798 N040.21.36.172 W080.46.02.636
                          N040.21.06.832 W080.46.06.292 N040.18.59.569 W080.46.22.990
                          N040.21.42.327 W079.35.57.882 N040.21.25.500 W079.36.04.875
                          N040.21.25.500 W079.36.04.875 N040.21.08.635 W079.36.11.689
                          N040.21.08.635 W079.36.11.689 N040.20.51.724 W079.36.18.322
                          N040.20.51.724 W079.36.18.322 N040.20.51.724 W079.36.18.322
                          N040.20.33.116 W080.08.18.358 N040.20.43.008 W080.07.52.154
                          N040.20.43.008 W080.07.52.154 N040.20.54.178 W080.07.26.843
                          N040.20.54.178 W080.07.26.843 N040.21.06.576 W080.07.02.525
                          N040.21.06.538 W080.07.02.496 N040.20.27.289 W080.06.32.869
                          N040.34.10.407 W080.14.39.669 N040.37.05.366 W080.14.39.620
                          N040.22.11.445 W080.14.38.574 N040.26.08.685 W080.14.38.938
                          N040.34.07.168 W079.48.22.597 N040.34.23.006 W079.47.06.872
                          N040.34.07.228 W079.48.22.890 N040.34.27.049 W079.48.29.148
                          N040.34.27.049 W079.48.29.148 N040.34.46.784 W079.48.35.845
                          N040.34.46.784 W079.48.35.845 N040.35.06.430 W079.48.42.982
                          N040.36.08.235 W079.37.18.199 N040.36.24.541 W079.35.49.849
                          N040.23.44.851 W079.48.50.513 N040.23.24.070 W079.47.22.741
                          N040.21.12.437 W079.37.40.493 N040.20.52.862 W079.36.17.987
                          N040.23.00.032 W079.49.08.841 N040.23.14.940 W079.49.02.565
                          N040.23.14.940 W079.49.02.565 N040.23.29.900 W079.48.56.513
                          N040.23.29.900 W079.48.56.513 N040.23.44.915 W079.48.50.685
                          N040.23.44.915 W079.48.50.685 N040.23.44.915 W079.48.50.685
                          N040.57.11.486 W079.55.40.746 N040.56.26.832 W079.56.33.976
                          N040.58.40.454 W079.53.54.664 N040.57.55.810 W079.54.47.933
                          N041.00.09.391 W079.52.08.501 N040.59.24.759 W079.53.01.375
                          N040.07.42.208 W080.24.33.772 N040.07.28.714 W080.27.58.921
                          N040.14.51.107 W079.42.44.235 N040.15.46.253 W079.39.50.015
                          N040.29.14.197 W080.16.18.576 N040.29.16.158 W080.17.37.119
                          N040.29.18.434 W080.19.00.411 N040.29.20.372 W080.20.13.778
                          N040.29.03.840 W080.10.00.983 N040.29.06.205 W080.11.20.814
                          N040.28.55.556 W080.04.49.870 N040.28.57.299 W080.05.53.298
                          N040.28.59.727 W080.07.24.778 N040.29.01.791 W080.08.44.175
                          N040.48.27.067 W079.49.32.624 N040.49.17.971 W079.46.06.712
                          N040.52.28.847 W080.39.10.356 N040.52.40.277 W080.38.00.536
                          N040.52.21.485 W080.38.04.338 N040.52.47.638 W080.39.06.993
                          N040.52.07.552 W080.38.33.775 N040.53.01.903 W080.38.37.123
                          N040.51.51.659 W079.48.04.057 N040.50.57.934 W079.47.59.220
                          N040.51.04.628 W079.48.25.208 N040.51.44.965 W079.47.38.064
                          N040.57.12.371 W079.41.12.047 N040.57.52.657 W079.40.24.760
                          N040.57.18.685 W079.40.17.670 N040.57.46.341 W079.41.19.144
                          N040.30.48.550 W079.23.40.086 N040.30.25.308 W079.24.44.708
                          N040.30.26.144 W079.23.39.942 N040.30.47.715 W079.24.44.857
                          N040.11.13.680 W079.42.55.456 N040.12.07.002 W079.42.42.993
                          N040.11.23.405 W079.42.21.435 N040.11.57.277 W079.43.16.590
                          N040.11.35.233 W079.43.24.069 N040.11.45.117 W079.42.14.380
                          N040.07.22.436 W079.35.51.950 N040.07.56.361 W079.36.46.998
                          N040.07.20.429 W079.36.44.766 N040.07.58.693 W079.35.54.171
                          N040.10.03.894 W080.17.11.251 N040.09.09.852 W080.17.17.674
                          N040.09.51.377 W080.16.44.618 N040.09.22.698 W080.17.44.305
                          N040.07.25.284 W080.40.57.975 N040.08.04.669 W080.40.09.277
                          N040.07.40.324 W080.39.58.830 N040.07.49.628 W080.41.08.428
                          N040.03.35.420 W080.43.14.636 N040.06.17.615 W080.41.30.169
                          N040.16.22.820 W080.33.18.006 N040.18.49.767 W080.31.04.342
                          N040.16.01.409 W080.03.22.919 N040.13.55.816 W080.06.16.992
                          N040.49.51.991 W080.11.28.987 N040.51.02.959 W080.07.46.757
                          N040.47.00.514 W080.38.23.367 N040.46.48.615 W080.32.50.853
                          N040.37.23.668 W080.52.16.450 N040.37.51.005 W080.51.14.854
                          N040.38.00.637 W080.52.03.811 N040.37.14.040 W080.51.27.068
                          N039.59.31.190 W080.12.15.864 N039.58.53.267 W080.11.25.781
                          N039.59.31.821 W080.11.26.170 N039.58.52.636 W080.12.15.041
                          N040.45.48.891 W080.31.29.224 N040.45.56.166 W080.31.34.497
                          N040.45.56.166 W080.31.34.497 N040.46.03.833 W080.31.38.702
                          N040.46.03.833 W080.31.38.702 N040.46.11.799 W080.31.41.788
                          N040.46.11.799 W080.31.41.788 N040.46.19.974 W080.31.43.724
                          N040.46.19.974 W080.31.43.724 N040.46.28.259 W080.31.44.482
                          N040.46.28.259 W080.31.44.482 N040.46.36.557 W080.31.44.056
                          N040.46.36.557 W080.31.44.056 N040.46.44.775 W080.31.42.449
                          N040.46.44.775 W080.31.42.449 N040.46.52.808 W080.31.39.680
                          N040.46.52.808 W080.31.39.680 N040.47.00.570 W080.31.35.783
                          N040.47.00.570 W080.31.35.783 N040.47.07.963 W080.31.30.802
                          N040.47.07.963 W080.31.30.802 N040.47.14.902 W080.31.24.795
                          N040.47.14.902 W080.31.24.795 N040.47.21.304 W080.31.17.836
                          N040.47.21.304 W080.31.17.836 N040.47.13.215 W080.31.12.848
                          N040.47.13.215 W080.31.12.848 N040.47.04.768 W080.31.09.020
                          N040.47.04.768 W080.31.09.020 N040.46.56.060 W080.31.06.391
                          N040.46.56.060 W080.31.06.391 N040.46.47.187 W080.31.04.993
                          N040.46.47.187 W080.31.04.993 N040.46.38.254 W080.31.04.841
                          N040.46.38.254 W080.31.04.841 N040.46.29.359 W080.31.05.939
                          N040.46.29.359 W080.31.05.939 N040.46.20.601 W080.31.08.272
                          N040.46.20.601 W080.31.08.272 N040.46.12.081 W080.31.11.813
                          N040.46.12.081 W080.31.11.813 N040.46.03.897 W080.31.16.522
                          N040.46.03.897 W080.31.16.522 N040.45.56.137 W080.31.22.349
                          N040.45.56.137 W080.31.22.349 N040.45.48.891 W080.31.29.224
                          N040.45.48.891 W080.31.29.224 N040.45.48.891 W080.31.29.224
                          N040.15.48.397 W080.34.17.214 N040.17.44.592 W080.36.54.385
                          N040.15.54.052 W080.25.53.985 N040.15.56.456 W080.24.43.449
                          N040.15.28.404 W080.25.16.933 N040.16.22.109 W080.25.20.500
                          N040.27.39.134 W080.52.16.349 N040.28.30.521 W080.52.19.403
                          N040.48.48.100 W080.43.38.805 N040.49.48.377 W080.43.43.127
                          N040.50.50.299 W080.43.47.896 N040.51.47.940 W080.43.52.205
                          N040.52.47.884 W080.43.56.963 N040.53.47.830 W080.44.01.293
                          N040.32.12.559 W080.27.05.106 N040.32.04.324 W080.27.03.786
                          N040.32.26.994 W080.27.42.290 N040.32.28.000 W080.27.32.358
                          N040.32.55.379 W080.27.13.434 N040.32.48.133 W080.27.12.117
                          N040.32.30.143 W080.26.45.615 N040.32.35.279 W080.26.46.503
                          N040.32.35.279 W080.26.46.503 N040.32.40.013 W080.26.49.271
                          N040.32.40.013 W080.26.49.271 N040.32.43.948 W080.26.53.689
                          N040.32.43.948 W080.26.53.689 N040.32.46.760 W080.26.59.396
                          N040.32.46.760 W080.26.59.396 N040.32.48.215 W080.27.05.914
                          N040.32.48.215 W080.27.05.914 N040.32.48.196 W080.27.12.708
                          N040.32.48.196 W080.27.12.708 N040.32.46.701 W080.27.19.212
                          N040.32.46.701 W080.27.19.212 N040.32.43.855 W080.27.24.887
                          N040.32.43.855 W080.27.24.887 N040.32.39.894 W080.27.29.269
                          N040.32.39.894 W080.27.29.269 N040.32.39.894 W080.27.29.269
                          N040.32.33.019 W080.26.45.727 N040.32.34.022 W080.26.35.364
                          N040.32.27.820 W080.27.32.588 N040.32.23.141 W080.27.30.837
                          N040.32.23.141 W080.27.30.837 N040.32.18.994 W080.27.27.508
                          N040.32.18.994 W080.27.27.508 N040.32.15.674 W080.27.22.846
                          N040.32.15.674 W080.27.22.846 N040.32.13.431 W080.27.17.189
                          N040.32.13.431 W080.27.17.189 N040.32.12.422 W080.27.10.952
                          N040.32.12.422 W080.27.10.952 N040.32.12.725 W080.27.04.589
                          N040.32.12.725 W080.27.04.589 N040.32.14.315 W080.26.58.563
                          N040.32.14.315 W080.26.58.563 N040.32.17.076 W080.26.53.315
                          N040.03.06.550 W080.32.15.403 N040.02.57.126 W080.31.51.896
                          N040.02.57.126 W080.31.51.896 N040.02.47.907 W080.31.28.255
                          N040.02.47.907 W080.31.28.255 N040.02.38.893 W080.31.04.478
                          N040.10.06.814 W080.39.04.725 N040.10.51.393 W080.38.36.197
                          N040.10.50.666 W080.38.55.955 N040.10.11.549 W080.38.27.812
                          N040.08.09.212 W080.17.56.720 N040.08.13.512 W080.16.52.753
                          N040.12.27.383 W079.50.17.096 N040.12.42.688 W079.49.29.292
                          N040.21.45.343 W080.42.15.694 N040.21.22.393 W080.41.44.964
                          N040.40.15.499 W080.38.48.788 N040.40.32.428 W080.38.09.504
                          N040.46.22.233 W080.23.58.103 N040.46.19.334 W080.23.00.024
                          N040.48.25.592 W080.09.45.445 N040.47.46.373 W080.09.31.632
                          N040.21.15.468 W079.56.28.054 N040.21.15.553 W079.55.04.066
                          N040.21.26.272 W079.56.03.452 N040.21.07.366 W079.55.20.905
                          N040.29.23.420 W080.14.46.652 N040.29.20.416 W080.12.41.070
                          N040.30.08.232 W080.16.16.425 N040.30.04.927 W080.14.00.457
                          N040.29.45.805 W080.13.29.390 N040.28.47.786 W080.12.17.362
                          N040.30.02.924 W080.12.46.647 N040.30.00.573 W080.11.22.912
                          N040.29.58.868 W080.10.05.653 N040.29.56.821 W080.08.46.668
                          N040.29.54.426 W080.07.26.391 N040.29.52.343 W080.06.06.544
                          N040.30.29.311 W080.14.23.324 N040.31.12.814 W080.15.17.282
                          N040.31.56.308 W080.16.11.256 N040.32.39.793 W080.17.05.249
                          N040.33.22.942 W080.17.59.696 N040.34.06.414 W080.18.53.727
                          N040.25.10.888 W079.57.25.130 N040.25.12.188 W079.57.18.660
                          N040.25.21.876 W079.56.07.476 N040.25.21.858 W079.56.00.578
